uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,entity_active,registration_incorporation_date,year_rego,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code
200714121W,ACRA,PRIMEDENT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/8/07,2007,1/8/07,LOCAL,15,BEE SAN AVENUE,na,na,na,589969,na,na,28/2/26,9/10/24,86204
200714075K,ACRA,VISTA DENTAL SURGERY (CCK) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/8/07,2007,1/8/07,LOCAL,809,HOUGANG CENTRAL,1,174,na,530809,na,na,30/9/20,1/7/19,86204
53098194K,ACRA,FRIENDS DENTAL SURGEONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,3/8/07,2007,3/8/07,LOCAL,201D,TAMPINES STREET 21,1,1121,na,524201,na,na,na,na,86204
53098314A,ACRA,THE ENDODONTIC OFFICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,6/8/07,2007,6/8/07,LOCAL,304,ORCHARD ROAD,5,31,LUCKY PLAZA,238863,na,na,na,na,86204
200714438K,ACRA,FRIENDS DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/8/07,2007,7/8/07,LOCAL,201D,TAMPINES STREET 21,1,1121,na,524201,na,na,30/1/26,13/12/24,86204
200714522G,ACRA,H H LEE DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/8/07,2007,8/8/07,LOCAL,1,COLEMAN STREET,2,16,THE ADELPHI,179803,na,na,31/7/25,14/5/24,86204
200715177D,ACRA,KCS DENTAL GROUP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,17/8/07,2007,17/8/07,LOCAL,718,BEDOK RESERVOIR ROAD,1,4592,na,470718,na,na,31/10/12,12/1/12,86204
53099362K,ACRA,THE DENTAL STUDIO,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,22/8/07,2007,22/8/07,LOCAL,290,ORCHARD ROAD,13,1-Jun,THE PARAGON,238859,na,na,na,na,86204
53099404J,ACRA,SINGAPORE DENTAL CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,23/8/07,2007,23/8/07,LOCAL,3,MOUNT ELIZABETH,15,4,MOUNT ELIZABETH HOSPITAL,228510,na,na,na,na,86204
200715789E,ACRA,UBI DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/8/07,2007,28/8/07,LOCAL,302,UBI AVENUE 1,1,47,na,400302,na,na,30/1/26,6/1/25,86204
200716186C,ACRA,ALLSMILES DENTAL CARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/9/07,2007,1/9/07,LOCAL,502,JURONG WEST AVENUE 1,1,817,HONG KAH COURT,640502,na,na,31/7/25,19/7/24,86204
200716367R,ACRA,Q & M DENTAL SURGERY (GOMBAK MRT) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,4/9/07,2007,4/9/07,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,30/7/24,86204
T07LL1339G,ACRA,PROSTHODONTICS LLP,Limited Liability Partnership,na,na,na,Live,Active,13/9/07,2007,13/9/07,LOCAL,8,MARGOLIOUTH ROAD,na,na,na,258573,na,na,4/12/25,4/9/24,86204
53102332W,ACRA,DENTISTREE (S),Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,5/10/07,2007,5/10/07,LOCAL,52,WOODLANDS STREET 13,1,1,MARSILING APARTMENTS,738603,na,na,na,na,86204
53102433D,ACRA,DENTAL SPECIALISTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,8/10/07,2007,8/10/07,LOCAL,304,ORCHARD ROAD,B1,80,LUCKY PLAZA,238863,na,na,na,na,86204
200719337G,ACRA,DE PACIFIC DENTAL MANAGEMENT SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,18/10/07,2007,18/10/07,LOCAL,541,ORCHARD ROAD,14,3,LIAT TOWERS,238881,na,na,30/4/25,30/4/24,86204
200719351G,ACRA,I.DENTAL SURGEONS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,18/10/07,2007,18/10/07,LOCAL,302,UBI AVENUE 1,1,47,na,400302,na,na,31/7/25,3/7/24,86204
200719476C,ACRA,CNG CONSULTANCY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,19/10/07,2007,19/10/07,LOCAL,324,CLEMENTI AVENUE 5,12,223,na,120324,na,na,31/5/11,20/2/10,86204
200719619G,ACRA,DENTAL ON THE BAY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/10/07,2007,23/10/07,LOCAL,1,HARBOURFRONT WALK,2,230,VIVO CITY,98585,na,na,31/7/25,19/7/24,86204
200719613C,ACRA,SMILEY PREVENTIVE DENTAL NETWORK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,23/10/07,2007,23/10/07,LOCAL,15A,MACKENZIE ROAD,na,na,na,228677,na,na,24/5/09,na,86204
53103526C,ACRA,THE ORAL CARE CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,25/10/07,2007,25/10/07,LOCAL,10,SINARAN DRIVE,10,17,SQUARE 2,307506,na,na,na,na,86204
200720193C,ACRA,EPISMILE (NOVENA) DENTAL GROUP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,31/10/07,2007,31/10/07,LOCAL,10,SINARAN DRIVE,9,34,SQUARE 2,307506,na,na,31/7/25,6/6/24,86204
200720406D,ACRA,Q & M DENTAL SURGERY (BOON LAY MRT) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,2/11/07,2007,2/11/07,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,29/7/24,86204
200720576G,ACRA,GLY GLOBAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/11/07,2007,5/11/07,LOCAL,9,SCOTTS ROAD,10,7,PACIFIC PLAZA,228210,na,na,31/7/25,30/7/24,86204
53104680W,ACRA,HKHP INTERNATIONAL TRAINING CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,14/11/07,2007,14/11/07,LOCAL,290,ORCHARD ROAD,13,10,THE PARAGON,238859,na,na,na,na,86204
200721624M,ACRA,K & M DENTAL CONSULTANCY PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,21/11/07,2007,21/11/07,LOCAL,52,BUKIT BATOK STREET 31,8,7,THE MADEIRA,659443,na,na,31/8/15,28/5/14,86204
200721725W,ACRA,JOHAN DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/11/07,2007,22/11/07,LOCAL,60,PAYA LEBAR ROAD,4,38,PAYA LEBAR SQUARE,409051,na,na,31/5/25,30/4/24,86204
200722166H,ACRA,NAM SENG DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,29/11/07,2007,29/11/07,LOCAL,144,UPPER BUKIT TIMAH ROAD,1,16,BEAUTY WORLD CENTRE,588177,na,na,31/8/13,31/5/12,86204
200722207W,ACRA,SMILE CONCEPT DENTAL PRACTICE PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,30/11/07,2007,30/11/07,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
200722265M,ACRA,MY DENTIST'S CLINIQUE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/12/07,2007,1/12/07,LOCAL,465,EAST COAST ROAD,na,na,na,429038,na,na,30/6/25,28/6/24,86204
200722417Z,ACRA,ORTHODONTIC CENTRE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,4/12/07,2007,4/12/07,LOCAL,131,CLARENCE LANE,12,26,CLARENCE VILLE,140131,na,na,1/10/17,22/6/16,86204
200723600R,ACRA,KILLINEY DENTAL CENTRE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,26/12/07,2007,26/12/07,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,29/7/24,86204
53107294X,ACRA,DEBAND,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,1/1/08,2008,1/1/08,LOCAL,304,ORCHARD ROAD,2,105,LUCKY PLAZA,238863,na,na,na,na,86204
200800083C,ACRA,ACCENT DENTAL SURGERY (JM) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,2/1/08,2008,2/1/08,LOCAL,18,JALAN MEMBINA,2,5,TIONG BAHRU COURT,164018,na,na,31/7/25,16/7/24,86204
200800230N,ACRA,BRACES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/1/08,2008,2/1/08,LOCAL,31,MOUNT SINAI RISE,6,7,THE MARBELLA,276953,na,na,31/7/19,2/5/18,86204
53108294J,ACRA,DR FLORENCE LI AND ASSOCIATES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,15/1/08,2008,15/1/08,LOCAL,1,ORCHARD BOULEVARD,8,5,CAMDEN CENTRE,248649,na,na,na,na,86204
200801556E,ACRA,ENTRUST HEALTHCARE GROUP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/1/08,2008,21/1/08,LOCAL,290,ORCHARD ROAD,12,1,THE PARAGON,238859,na,na,31/7/23,25/7/23,86204
200802005N,ACRA,LISA PARK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,26/1/08,2008,26/1/08,LOCAL,4,MARGATE ROAD,2,1,RIVAGE,438044,na,na,31/10/13,3/7/12,86204
200802425W,ACRA,THE SMILE DIVISION DENTAL SURGEONS @ ORCHARD PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/2/08,2008,1/2/08,LOCAL,57B,DEVONSHIRE ROAD,31,5,THE SUITES AT CENTRAL,239899,na,na,14/10/17,13/6/16,86204
200802518M,ACRA,THE SMILE DIVISION DENTAL SURGERY @ CCK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/2/08,2008,2/2/08,LOCAL,31,MOUNT SINAI RISE,6,7,THE MARBELLA,276953,na,na,14/10/17,13/6/16,86204
200802557M,ACRA,TWIN CITY DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,4/2/08,2008,4/2/08,LOCAL,391B,ORCHARD ROAD,8,7,NGEE ANN CITY,238874,na,na,31/7/25,23/7/24,86204
53110480W,ACRA,DENTAL SPECIALIST GROUP,Sole Proprietorship/ Partnership,Partnership,na,na,Live,Active,22/2/08,2008,22/2/08,LOCAL,3,MOUNT ELIZABETH,8,3-Apr,MOUNT ELIZABETH HOSPITAL,228510,na,na,na,na,86204
200803896M,ACRA,DENTAL CHOI PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,27/2/08,2008,27/2/08,LOCAL,92,HUA GUAN AVENUE,na,na,HONG KONG PARK,589189,na,na,31/7/13,8/4/12,86204
200804552K,ACRA,ORAL SURGERY INC. PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/3/08,2008,6/3/08,LOCAL,12,WATTEN PARK,na,na,WATTEN ESTATE,287409,na,na,31/7/25,22/7/24,86204
200804473M,ACRA,TOOFDOCTOR VENTURE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/3/08,2008,6/3/08,LOCAL,1,TRAS LINK,2,7,ORCHID HOTEL,78867,na,na,31/7/25,20/6/24,86204
200804578C,ACRA,BRIGHT SMILE DENTAL SURGERY PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,7/3/08,2008,7/3/08,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,29/7/24,86204
200804988M,ACRA,NEWLIFE DENTAL PRACTICE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/3/08,2008,13/3/08,LOCAL,6,EU TONG SEN STREET,5,22,THE CENTRAL,59817,na,na,31/8/25,24/6/24,86204
53112104J,ACRA,MERIDIAN DENTAL CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,18/3/08,2008,18/3/08,LOCAL,327,HOUGANG AVENUE 5,1,162,na,530327,na,na,na,na,86204
200805375R,ACRA,ANN ARBOR DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/3/08,2008,19/3/08,LOCAL,5,TAMPINES STREET 32,2,6,na,529284,na,na,31/7/25,20/6/24,86204
200805474Z,ACRA,GENTLE DENTAL @ EAST COAST PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,20/3/08,2008,20/3/08,LOCAL,59,MARINE TERRACE,1,91,MARINE TERRACE HAVEN,440059,na,na,31/10/14,5/7/13,86204
200806092C,ACRA,B&B FOONG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/3/08,2008,28/3/08,LOCAL,327,HOUGANG AVENUE 5,1,162,na,530327,na,na,31/7/25,20/6/24,86204
200806374C,ACRA,TRENDZ DENTAL SURGEONS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,2/4/08,2008,2/4/08,LOCAL,1,BROOKE ROAD,3,4,KATONG PLAZA,429979,na,na,30/1/26,15/3/25,86204
200806756R,ACRA,MY ORTHODONTIST PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,8/4/08,2008,8/4/08,LOCAL,10A,JALAN RIMAU,na,na,na,418706,na,na,31/10/23,17/10/22,86204
200806752M,ACRA,THE ENDODONTIC CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,8/4/08,2008,8/4/08,LOCAL,290,ORCHARD ROAD,15,3,THE PARAGON,238859,na,na,1/7/14,9/4/13,86204
200807228D,ACRA,APEX MDS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,14/4/08,2008,14/4/08,LOCAL,1,ROCHOR ROAD,3,632,ROCHOR CENTRE,180001,na,na,31/1/13,17/10/11,86204
53114629D,ACRA,IMPLANT & ORTHO FOCUS,Sole Proprietorship/ Partnership,Partnership,na,na,Live,Active,20/4/08,2008,20/4/08,LOCAL,6,UBI ROAD 1,3,1,WINTECH CENTRE,408726,na,na,na,na,86204
200807775G,ACRA,SUFFOLK ZENITH PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,21/4/08,2008,21/4/08,LOCAL,10,SUFFOLK ROAD,4,2,TEN @ SUFFOLK,307786,na,na,28/1/14,21/10/12,86204
200807832W,ACRA,Q & M DENTAL CENTRE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,22/4/08,2008,22/4/08,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,29/7/24,86204
200808563Z,ACRA,KAIN ORTHODONTICS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/5/08,2008,2/5/08,LOCAL,17,JALAN UNGGAS,na,na,na,298922,na,na,30/11/22,14/10/21,86204
200808764Z,ACRA,HEALTHTEETH DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/5/08,2008,5/5/08,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,30/11/25,31/1/25,86204
200808845Z,ACRA,Q & M MOBILE DENTAL CLINIC PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,6/5/08,2008,6/5/08,LOCAL,81,SCIENCE PARK DRIVE,2,4,THE CHADWICK,118257,na,na,31/10/17,29/7/16,86204
200808854C,ACRA,ROCHOR DENTAL IMPLANT & SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,7/5/08,2008,7/5/08,LOCAL,175,BENCOOLEN STREET,1,50,BURLINGTON SQUARE,189649,na,na,31/7/19,23/7/18,86204
200809808W,ACRA,OPTIMAL SPECIALIST SOLUTIONS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/5/08,2008,20/5/08,LOCAL,369,HOLLAND ROAD,11,1,ALLSWORTH PARK,278640,na,na,30/11/24,1/12/23,86204
200810233E,ACRA,KSZ PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/5/08,2008,25/5/08,LOCAL,31,JALAN BAIDURI,na,na,GRACE GARDEN,428402,na,na,31/10/25,30/10/24,86204
200810319Z,ACRA,INTERNATIONAL DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/5/08,2008,26/5/08,LOCAL,1,ORCHARD BOULEVARD,2,1,CAMDEN CENTRE,248649,na,na,30/11/23,30/11/22,86204
200810423C,ACRA,DENTAL TOWN (AMK) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,28/5/08,2008,28/5/08,LOCAL,339,ANG MO KIO AVENUE 1,1,1589,TECK GHEE COURT,560339,na,na,31/7/25,27/7/24,86204
200810600M,ACRA,INTERNATIONAL ORTHODONTIC CENTER PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,30/5/08,2008,30/5/08,LOCAL,501,ORCHARD ROAD,5,3,WHEELOCK PLACE,238880,na,na,31/7/25,21/2/24,86204
200810966W,ACRA,PROGRESSIVE ORTHODONTICS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,3/6/08,2008,3/6/08,LOCAL,3012,BEDOK INDUSTRIAL PARK E,4,2044,BEDOK INDUSTRIAL PARK E,489978,na,na,31/7/25,9/5/24,86204
200811967E,ACRA,GREEDYGUMS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,18/6/08,2008,18/6/08,LOCAL,456,ALEXANDRA ROAD,19,2,FRAGRANCE EMPIRE BUILDING,119962,na,na,31/1/22,3/6/21,86204
200812088G,ACRA,LAM DENTAL SPECIALISTS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,20/6/08,2008,20/6/08,LOCAL,28,GENTING LANE,8,7,PLATINUM 28,349585,na,na,31/12/21,20/11/20,86204
53119932X,ACRA,SUNSHINE SMILE ORTHODONTICS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,3/7/08,2008,3/7/08,LOCAL,408,WOODLANDS STREET 41,1,9,na,730408,na,na,na,na,86204
200813238H,ACRA,EPISMILE ORTHODONTIC CENTRE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,7/7/08,2008,7/7/08,LOCAL,301,UPPER THOMSON ROAD,2,30,THOMSON PLAZA,574408,na,na,31/7/23,26/7/22,86204
53120545B,ACRA,SINGAPORE DENTAL IMPLANT CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,10/7/08,2008,10/7/08,LOCAL,1,ORCHARD BOULEVARD,6,6,CAMDEN CENTRE,248649,na,na,na,na,86204
53120765W,ACRA,CAMDEN CROWN & BRIDGE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,14/7/08,2008,14/7/08,LOCAL,1,ORCHARD BOULEVARD,10,4,CAMDEN CENTRE,248649,na,na,na,na,86204
200814029N,ACRA,THE DENTAL STUDIO PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,17/7/08,2008,17/7/08,LOCAL,1004,TOA PAYOH NORTH,6,3-Jul,na,318995,na,na,31/7/25,19/9/24,86204
200814076E,ACRA,CROWN DENTAL@KOVAN PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,18/7/08,2008,18/7/08,LOCAL,32,TANAH MERAH KECHIL ROAD,11,17,EAST MEADOWS,465559,na,na,31/7/25,24/7/24,86204
200814268D,ACRA,L6E PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,21/7/08,2008,21/7/08,LOCAL,21B,JALAN ULU SIGLAP,na,na,na,457197,na,na,31/1/21,9/1/20,86204
53121420J,ACRA,DENCARE GROUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,22/7/08,2008,22/7/08,LOCAL,9A,LIM TUA TOW ROAD,na,na,na,547727,na,na,na,na,86204
200814404M,ACRA,BLISS DENTAL (HOUGANG) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/7/08,2008,23/7/08,LOCAL,1,HOUGANG STREET 91,1,16/17,HOUGANG 1,538692,na,na,31/1/24,17/1/23,86204
200814537W,ACRA,SIM ENDODONTICS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,24/7/08,2008,24/7/08,LOCAL,501,ORCHARD ROAD,5,9,WHEELOCK PLACE,238880,na,na,19/10/13,20/6/12,86204
200814892D,ACRA,E2D SOLUTIONS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,29/7/08,2008,29/7/08,LOCAL,370,PASIR PANJANG ROAD,2,5,THE FOLIAGE,118707,na,na,23/10/17,23/6/16,86204
200815363Z,ACRA,SMILE CONCEPTS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,5/8/08,2008,5/8/08,LOCAL,28,SURREY ROAD,8,2,THE LINCOLN RESIDENCES,307762,na,na,27/10/14,26/6/13,86204
200815941Z,ACRA,SMILEWORKS @ MIRAGE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,8/8/08,2008,8/8/08,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
200816166Z,ACRA,TOOFDOCTOR (ADELPHI) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/8/08,2008,13/8/08,LOCAL,1,TRAS LINK,2,7,ORCHID HOTEL,78867,na,na,31/7/25,20/6/24,86204
200817184Z,ACRA,ERIC ONG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/9/08,2008,1/9/08,LOCAL,101,KITCHENER ROAD,2,37,JALAN BESAR PLAZA,208511,na,na,31/3/26,18/3/25,86204
200817327E,ACRA,ALLSMILES DENTAL CARE @ TAMPINES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/9/08,2008,2/9/08,LOCAL,502,JURONG WEST AVENUE 1,1,817,HONG KAH COURT,640502,na,na,1/7/16,28/3/15,86204
200818264E,ACRA,CHAN MEE FAMILY DENTALCARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,16/9/08,2008,16/9/08,LOCAL,15,SIGLAP ROAD,1,2,MANDARIN GARDENS,448912,na,na,31/7/25,27/7/24,86204
200818265R,ACRA,THE SMILE DIVISION @ HOUGANG CENTRAL DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,16/9/08,2008,16/9/08,LOCAL,57B,DEVONSHIRE ROAD,31,5,THE SUITES AT CENTRAL,239899,na,na,6/6/18,6/2/17,86204
200818270N,ACRA,THE SMILE DIVISION @ YISHUN DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,16/9/08,2008,16/9/08,LOCAL,57B,DEVONSHIRE ROAD,31,5,THE SUITES AT CENTRAL,239899,na,na,6/6/18,6/2/17,86204
T08LL1401J,ACRA,DR H C LEONG DENTAL SURGEON LLP,Limited Liability Partnership,na,na,na,Live,Active,30/10/08,2008,30/10/08,LOCAL,8,EU TONG SEN STREET,20,86,THE CENTRAL,59818,na,na,31/12/25,20/11/24,86204
53128556A,ACRA,SINGAPORE DENTAL CLINIC,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,31/10/08,2008,31/10/08,LOCAL,290,ORCHARD ROAD,13,1-Jun,THE PARAGON,238859,na,na,na,na,86204
53129121M,ACRA,MYORTHO-DENTIST,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,11/11/08,2008,11/11/08,LOCAL,10,SINARAN DRIVE,9,29,SQUARE 2,307506,na,na,na,na,86204
53132098K,ACRA,DENMIT TRADING ENTERPRISE DENTAL SUPPLIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,18/12/08,2008,18/12/08,LOCAL,14,YIO CHU KANG ROAD,4,14B,ICB SHOPPING CENTRE,545526,na,na,na,na,86204
200900340E,ACRA,DENTAL ESSENCE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/1/09,2009,7/1/09,LOCAL,77,ROBINSON ROAD,16,0,ROBINSON 77,68896,na,na,31/7/25,20/6/24,86204
200901901H,ACRA,THE DENTAL PAIN SPECIALIST OFFICE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,2/2/09,2009,2/2/09,LOCAL,290,ORCHARD ROAD,15,3,THE PARAGON,238859,na,na,31/8/25,29/8/24,86204
T09LL0165J,ACRA,DENTAL CAFE LLP,Limited Liability Partnership,na,na,na,Live,Active,5/2/09,2009,5/2/09,LOCAL,1,FUSIONOPOLIS WAY,3,4,CONNEXIS,138632,na,na,5/5/10,na,86204
200902306M,ACRA,GREENLIFE DENTAL HUB PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,9/2/09,2009,9/2/09,LOCAL,106,CLEMENTI STREET 12,3,56,SUNSET WAY ESTATE,120106,na,na,31/7/25,16/7/24,86204
200902995D,ACRA,GDC (YEW TEE) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,19/2/09,2009,19/2/09,LOCAL,2,MOONBEAM DRIVE,na,na,HOLLAND GARDENS,277342,na,na,1/12/15,9/9/14,86204
200903967D,ACRA,UBI DENTAL SURGEONS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,5/3/09,2009,5/3/09,LOCAL,302,UBI AVENUE 1,1,47,na,400302,na,na,31/1/13,1/10/12,86204
200904311D,ACRA,ADVANCE DENTAL PRACTICE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,11/3/09,2009,11/3/09,LOCAL,67E,LORONG K TELOK KURAU,na,na,na,425682,na,na,30/11/19,5/11/18,86204
